id,title,country,region,winery,variety,vintage,description,points,price,alcohol,acidity,body,tannins,sweetness,style,image_url,mood_tags,food_pairing,tasting_notes,winery_history
4122,Falcor 2004 Syrah (Napa Valley),US,Napa Valley,Falcor,Syrah,2004,"This is quite a good Syrah that impresses all the way through. The first sniff is of a burst of white pepper, while the first sip assaults the palate, in a good way, with ripe blackberry, plum, mulberry and roasted meat flavors, and a sprinkling of cloves and anise. It's an upscale wine, but softness will limit ageability, so drink now through 2008.",91,32.0,14.5,Medium,Full,High,Dry,Still Red,https://images.wine.com/labels/falcor-2004-syrah-884915.jpg,"Powerful, Bold, Outstanding, Casual","Grilled lamb, Aged gouda, Spicy sausages","This is quite a good Syrah that impresses all the way through. The first sniff is of a burst of white pepper, while the first sip assaults the palate, in a good way, with ripe blackberry, plum, mulberry and roasted meat flavors, and a sprinkling of cloves and anise. It's an upscale wine, but softness will limit ageability, so drink now through 2008.","Falcor was founded in 1964 during the modern American wine renaissance, pioneering sustainable farming practices."
4123,Castel Firmian 2014 Pinot Grigio (Trentino),Italy,Trentino,Castel Firmian,Pinot Grigio,2014,"Lightly scented, this straightforward, easygoing wine offers delicate apple and citrus sensations. It's lean but refreshing, with a racy acidity that gives it a crisp, clean finish.",85,15.0,12.8,High,Medium,None,Dry,Still White,https://images.vivino.com/thumbs/castel-firmian-2014-pinot-grigio-776133.jpg,"Reliable, Balanced, Pleasant, Smooth","Caesar salad, Light pasta, Fresh mozzarella","Lightly scented, this straightforward, easygoing wine offers delicate apple and citrus sensations. It's lean but refreshing, with a racy acidity that gives it a crisp, clean finish.","Castel Firmian represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the 16th century."
4124,Xavier Flouret 2007 Pavo Real Crianza  (Ribera del Duero),Spain,Ribera del Duero,Xavier Flouret,Tempranillo,2007,"Asphalt, leather and paint aromas are present on the scratchy bouquet. It feels clacky, with pushy acidity and flavors of tomato, saline, herb plum and raspberry. It's lively, with a bite to the finish.",84,21.0,12.3,Medium,Medium,High,Dry,Still Red,https://images.vivino.com/thumbs/xavier-flouret-2007-tempranillo-602217.jpg,"Balanced, Smooth, Celebratory, Pleasant","Red meat, Hard cheeses, Pasta","Asphalt, leather and paint aromas are present on the scratchy bouquet. It feels clacky, with pushy acidity and flavors of tomato, saline, herb plum and raspberry. It's lively, with a bite to the finish.","This historic winery has been a cornerstone of Spanish viticulture, producing wines that capture the essence of Spain's diverse wine regions."
4125,Nicholson Ranch 2014 Cuvée Natalie Estate Chardonnay (Sonoma Coast),US,Sonoma Coast,Nicholson Ranch,Chardonnay,2014,"Dark gold in color, this is a viscous, buttery and robust wine, with pear, vanilla and stony flavors that keep it from feeling overly dense and rich.",87,60.0,13.3,Medium-Low,Full,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/nicholson-ranch-2014-chardonnay-628172.jpg,"Creamy, Reliable, Cozy, Rich, Luxurious","Lobster, Grilled fish, Brie cheese, Creamy pasta","Dark gold in color, this is a viscous, buttery and robust wine, with pear, vanilla and stony flavors that keep it from feeling overly dense and rich.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4126,Masseria del Fauno 2010 Primitivo (Puglia),Italy,Puglia,Masseria del Fauno,Primitivo,2010,"This darkly colored Primitivo opens with sweet notes of Christmas spice, cinnamon, nutmeg, blackberry jam and plum cake. The wine is sticky and chewy on the close with sweet, succulent tannins.",87,59.51,11.8,Medium-High,Medium-Full,Medium-High,Dry,Still Red,https://images.vivino.com/thumbs/masseria-del-fauno-2010-primitivo-314573.jpg,"Balanced, Smooth, Good, Sophisticated","Hard cheeses, Grilled vegetables, Pasta","This darkly colored Primitivo opens with sweet notes of Christmas spice, cinnamon, nutmeg, blackberry jam and plum cake. The wine is sticky and chewy on the close with sweet, succulent tannins.","Masseria del Fauno represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the Medieval period."
4127,Sojourn 2014 Chardonnay (Sonoma Coast),US,Sonoma Coast,Sojourn,Chardonnay,2014,"Sourced from several vineyards, including Gap's Crown, this wine is golden yellow in color and generously oaked. Soft, medium bodied and firm, it offers exotic hints of lemongrass and ginger around more classic apple and citrus. It has a lean, balanced finish.",92,38.0,14.0,Medium-Low,Medium-Full,None,Dry,Still White,https://images.wine.com/labels/sojourn-2014-chardonnay-775423.jpg,"Complex, Rich, Creamy, Cozy","Lobster, Roasted chicken, Grilled fish","Sourced from several vineyards, including Gap's Crown, this wine is golden yellow in color and generously oaked. Soft, medium bodied and firm, it offers exotic hints of lemongrass and ginger around more classic apple and citrus. It has a lean, balanced finish.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4128,Bjornstad 2009 Van der Kamp Vineyard Pinot Meunier (Sonoma Mountain),US,Sonoma Mountain,Bjornstad,Pinot Meunier,2009,"Hard to tell the difference between this wine and a Pinot Noir. It's silky, brisk and lightly tannic, with savory raspberry jam, cola, sautéed mushroom and spice flavors. Drink over the next few years for freshness.",91,50.0,12.0,Medium,Full,Medium,Dry,Still Red,https://images.vivino.com/thumbs/bjornstad-2009-pinot-meunier-837603.jpg,"Complex, Social, Smooth, Pleasant, Balanced","Pasta, Stewed dishes, Grilled vegetables, Hard cheeses","Hard to tell the difference between this wine and a Pinot Noir. It's silky, brisk and lightly tannic, with savory raspberry jam, cola, sautéed mushroom and spice flavors. Drink over the next few years for freshness.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4129,Tierce 2012 Dry Riesling (Finger Lakes),US,Finger Lakes,Tierce,Riesling,2012,"Vintage after vintage, there's a smoky, dusty undertone to this intensely mineral Riesling. It's dry on the palate with streaks of fresh lemon, lime and herb that linger long and lean on the finish. Fine and fleeting in texture, yet remarkably powerful in presence.",89,30.0,8.8,Medium-High,Medium-Full,None,Dry,Still White,https://images.wine.com/labels/tierce-2012-riesling-695005.jpg,"Aromatic, Refreshing, Bright, Good, Reliable","Apple tart, Shellfish, Pork tenderloin","Vintage after vintage, there's a smoky, dusty undertone to this intensely mineral Riesling. It's dry on the palate with streaks of fresh lemon, lime and herb that linger long and lean on the finish. Fine and fleeting in texture, yet remarkably powerful in presence.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4130,Piggy Bank 2015 Sauvignon Blanc (Elqui Valley),Chile,Elqui Valley,Piggy Bank,Sauvignon Blanc,2015,"This is a vegetal SB, no two ways about it. Aromas of canned beans and peas are greener than Ireland. Flavors of asparagus, canned peas and citrus finish soft, with low acidity.",82,13.0,13.1,Medium-High,Light,None,Dry,Still White,https://images.vivino.com/thumbs/piggy-bank-2015-sauvignon-blanc-852458.jpg,"Vibrant, Cozy, Fresh","Light seafood, Sushi, Goat cheese salad","This is a vegetal SB, no two ways about it. Aromas of canned beans and peas are greener than Ireland. Flavors of asparagus, canned peas and citrus finish soft, with low acidity.","Piggy Bank is a respected winery from Chile, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
4131,Château Bonnet 2016 Rosé (Bordeaux Rosé),France,Bordeaux Rosé,Château Bonnet,Rosé,2016,"This is an attractive, ripe wine from the André Lurton group. It is smoothly rich, with balanced perfumed fruits and acidity. Full bodied and creamy, it is ready to drink.",88,16.0,13.6,Medium-High,Full,Medium,Dry,Rosé,https://wine-images.wine.com/media/catalog/product/château-bonnet-2016-rosé-118484.jpg,"Cozy, Reliable, Good, Pleasant, Smooth","Charcuterie, Grilled shrimp, Mediterranean salad, Light pasta","This is an attractive, ripe wine from the André Lurton group. It is smoothly rich, with balanced perfumed fruits and acidity. Full bodied and creamy, it is ready to drink.",A historic French winery that has weathered both world wars and continues to produce wines that reflect the unique characteristics of its France origins.
4132,Château de Pourcieux 2009 Rosé (Côtes de Provence),France,Côtes de Provence,Château de Pourcieux,Rosé,2009,"Tart, fresh and a bit chunky and rustic, this blend of 60% Syrah, 20% Grenache and 20% Cinsaut features bold lime notes, scouring acidity and hints of crushed stone. Drink now.",86,15.0,12.8,High,Medium,High,Dry,Rosé,https://wine-images.wine.com/media/catalog/product/château-de-pourcieux-2009-rosé-994820.jpg,"Good, Reliable, Pleasant","Light pasta, Grilled shrimp, Mediterranean salad, Charcuterie","Tart, fresh and a bit chunky and rustic, this blend of 60% Syrah, 20% Grenache and 20% Cinsaut features bold lime notes, scouring acidity and hints of crushed stone. Drink now.","Founded by the Château family, this estate has been producing exceptional wines in France for over 4 generations."
4133,Caliza 2013 Kissin' Cousins White (Paso Robles),US,Paso Robles,Caliza,Rhône-style White Blend,2013,"Carl Bowker makes some excellent wines from his estate, and this blend of 56% Viognier, 22% Grenache Blanc and 22% Roussanne is reliable though not flashy. Notes of sour lemon and green apple skins hit the nose first, followed by bitter sesame and lime juice on the palate, which leans a tad too sour.",86,28.0,12.1,Medium,Medium-Full,Low,Dry,Still Red,https://images.vivino.com/thumbs/caliza-2013-rhône-style-whi-360964.jpg,"Balanced, Reliable, Pleasant, Smooth","Red meat, Hard cheeses, Pasta, Grilled vegetables","Carl Bowker makes some excellent wines from his estate, and this blend of 56% Viognier, 22% Grenache Blanc and 22% Roussanne is reliable though not flashy. Notes of sour lemon and green apple skins hit the nose first, followed by bitter sesame and lime juice on the palate, which leans a tad too sour.","Caliza was founded in 1976 during the modern American wine renaissance, pioneering sustainable farming practices."
4134,Morandé 2001 Vitisterra Grand Reserve Syrah (Maipo Valley),Chile,Maipo Valley,Morandé,Syrah,2001,"Mint and licorice aromas combine to give a medicinal impression that fortunately is not confirmed on the palate. In the mouth, it's ripe and mostly fresh, with flavors of plum, cassis and blackberry. The finish is round and smooth, with more mint. Solid and racy if not overly stylish.",86,15.0,14.6,High,Medium-Full,Medium-High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/morandé-2001-syrah-936690.jpg,"Reliable, Powerful, Bold, Sophisticated, Celebratory","Dark berries, Spicy sausages, Grilled lamb","Mint and licorice aromas combine to give a medicinal impression that fortunately is not confirmed on the palate. In the mouth, it's ripe and mostly fresh, with flavors of plum, cassis and blackberry. The finish is round and smooth, with more mint. Solid and racy if not overly stylish.","Morandé is a respected winery from Chile, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
4135,Pepper Bridge 2009 Cabernet Sauvignon (Walla Walla Valley (WA)),US,Walla Walla Valley (WA),Pepper Bridge,Cabernet Sauvignon,2009,"A rich mix of red, blue and black fruit opens into a sappy, spicy midpalate. The lush fruits are highlighted by a wash of milk chocolate. At first tightly wound, the wine seems to show more oak flavors with air, hinting at licorice and Bourbon barrel.",93,55.0,14.2,Medium-High,Full,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/pepper-bridge-2009-cabernet-sauvig-131365.jpg,"Casual, Complex, Outstanding, Bold, Sophisticated","Light poultry, Fresh cheeses, Seafood, Salads","A rich mix of red, blue and black fruit opens into a sappy, spicy midpalate. The lush fruits are highlighted by a wash of milk chocolate. At first tightly wound, the wine seems to show more oak flavors with air, hinting at licorice and Bourbon barrel.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
